,model_name,case,preprocessing,accuracy,adjusted_balanced_accuracy,balanced_accuracy,f1,geometric_mean,roc_auc,fit_time,predict_time,Unnamed: 0
0,SVC,ternary,LOF+LDA-classLOF,0.6308110690367218,0.31827221747226686,0.5455148116481778,0.609115246368432,0.4849730599188532,0.6591365846680344,293.99223618507386,43.557859897613525,
1,SVC_b,ternary,LOF+LDA-classLOF,0.6308110690367218,0.31827221747226686,0.5455148116481778,0.609115246368432,0.4849730599188532,0.6591365846680344,294.8401038169861,43.24833436012268,
2,RidgeCV,ternary,LOF+LDA-classLOF,0.6112616631125876,0.28818658459075897,0.525457723060506,0.5918906797950114,0.4719793572756116,0.6440012254027041,35.36236786842346,0.14620037078857423,
3,SGD,ternary,LOF+LDA-classLOF,0.610290214983946,0.2998910668187438,0.5332607112124957,0.5945621276775475,0.4850761572238948,0.6498355004112814,14.570483303070068,0.15031371116638184,
4,LinearSVC,ternary,LOF+LDA-classLOF,0.6099553801969946,0.29567966119423195,0.5304531074628213,0.5940559740124727,0.4844225236752349,0.6474235380333878,761.4041077136993,0.15454702377319335,
5,SGD_b,ternary,LOF+LDA-classLOF,0.5956161317453023,0.33692972136202304,0.557953147574682,0.5947291945871427,0.5395182094837857,0.6665413367043573,14.810701274871827,0.15330796241760253,
6,LogRegCV_b,ternary,LOF+LDA-classLOF,0.5740942605214487,0.35306810207919714,0.5687120680527982,0.5803491764889538,0.5637465218671424,0.7524742833752831,453.3056406021118,0.1463839054107666,
7,RidgeCV_b,ternary,LOF+LDA-classLOF,0.5704641748142996,0.3576565454696239,0.5717710303130826,0.5765212789653097,0.5656586564654182,0.6739333860191385,49.083936309814455,0.16004352569580077,
8,GaussianNB,ternary,LOF+LDA-classLOF,0.5072131847595085,0.22607849805465374,0.48405233203643583,0.511080515171358,0.4739432586293309,0.6776208038864409,4.371371412277222,0.9746917724609375,
9,SVC,ternary,untransformed,0.6424272656671616,0.3081945152768132,0.5387963435178754,0.6100173615966537,0.4538968764820602,0.6548875167061103,187.5356032371521,29.332842111587524,0.0
10,RidgeCV_b,ternary,minkowski,0.5701543567562035,0.358644225128404,0.5724294834189361,0.5759863368488993,0.5660455579512336,0.6742644717697768,35.380148839950564,0.5152032852172852,1.0
11,LogRegCV_b,ternary,minkowski,0.5707711976677884,0.3571850271162931,0.5714566847441954,0.577094653074625,0.5659710556320755,0.7583173729151843,471.9259496688843,0.5080092430114747,2.0
12,RidgeCV_b,ternary,untransformed,0.5709171701526498,0.359983034597045,0.5733220230646967,0.5768475220867317,0.5670945453088825,0.6750365789583663,37.90185976028442,0.5277007579803467,3.0
13,LogRegCV_b,ternary,untransformed,0.5725907999188158,0.3595804131609598,0.5730536087739732,0.578942470026859,0.5677272172938556,0.7587476579202554,477.7793507575989,0.5014840602874756,4.0
14,SGD_b,ternary,untransformed,0.5984628928516276,0.3422703019089598,0.5615135346059733,0.5959785835611797,0.5401604158505248,0.6686132706151531,14.681113386154175,0.5104040145874024,5.0
15,SGD_b,ternary,minkowski,0.6024744667660688,0.3392206448671296,0.5594804299114198,0.5984074823946919,0.5353712912667612,0.6674601186978509,14.6564790725708,0.5165966033935547,6.0
16,LinearSVC,ternary,minkowski,0.6121686334310106,0.294728226012227,0.5298188173414847,0.5946167742996236,0.4804603602400387,0.6470401003469399,656.5660559654236,0.52877836227417,7.0
17,LinearSVC,ternary,untransformed,0.6123713473343267,0.2946579642449689,0.5297719761633126,0.5947266812471627,0.4802403119999331,0.6469888429065863,682.6213766098023,0.5081856727600098,8.0
18,RidgeCV,ternary,minkowski,0.6124546052389064,0.2872936770528344,0.5248624513685562,0.5921041431571344,0.4694345453419001,0.643601307793285,35.167884540557864,0.52182035446167,9.0
19,RidgeCV,ternary,untransformed,0.6126033092802984,0.2870937017052519,0.5247291344701679,0.5921535532819585,0.4691318652074819,0.6434885096002934,52.33669052124024,0.5193995952606201,10.0
20,SGD,ternary,minkowski,0.6149530575435592,0.2860371797560301,0.5240247865040201,0.5894491577747187,0.4518498295497082,0.6431077948703777,13.09130792617798,0.5149795532226562,11.0
21,SGD,ternary,untransformed,0.6179600338430985,0.2944129980387507,0.5296086653591671,0.5933497476284518,0.4587848919024733,0.6472842208134988,13.75240225791931,0.5077000617980957,12.0
22,SVC,ternary,minkowski,0.6417731366689783,0.3061932100516084,0.5374621400344056,0.6086205231782588,0.4500614444630277,0.6539117160217434,179.768803691864,27.81812119483948,13.0
23,SVC_b,ternary,minkowski,0.6417731366689783,0.3061932100516084,0.5374621400344056,0.6086205231782588,0.4500614444630277,0.6539117160217434,179.48473830223082,27.80464715957641,14.0
24,SVC_b,ternary,untransformed,0.6424272656671616,0.3081945152768132,0.5387963435178754,0.6100173615966537,0.4538968764820602,0.6548875167061103,200.7511425495148,28.686790943145752,15.0
25,GaussianNB,ternary,minkowski,0.4940507211022408,0.2066460526240753,0.4710973684160501,0.4982876154067274,0.4609677829074978,0.6649609824130231,2.978293466567993,1.0260632991790772,16.0
26,GaussianNB,ternary,untransformed,0.4934863953816405,0.2064994645907852,0.4709996430605234,0.4974881259000511,0.4607356110696427,0.6649121477170723,3.3486196517944338,1.0455788135528563,17.0
27,SVC_b,ternary,LOF+LDA,0.6312669428834278,0.3187783261770334,0.5458522174513556,0.60954800811015,0.485286527284115,0.6594468989154582,289.53972363471985,43.04447813034058,0.0
28,LogRegCV_b,ternary,LOF-LDA,0.5730811762593048,0.3506759352649686,0.5671172901766457,0.5794882204346203,0.5620764027222309,0.7498873233822202,2.218290090560913,0.0004004478454589,1.0
29,RidgeCV_b,ternary,LOF-LDA,0.573174774324303,0.3522759973772807,0.5681839982515206,0.5790307346608039,0.5618063738916395,0.6718086350099405,0.1060313701629638,0.0031245231628417,2.0
30,LogRegCV_b,ternary,LOF+LDA,0.5741070061332947,0.3529396136473232,0.5686264090982155,0.5803481986442595,0.5636432958534077,0.7524940698358256,441.0710347175598,0.1711873054504394,3.0
31,SGD_b,ternary,LOF-LDA,0.5876227732892088,0.3315925167671544,0.554395011178103,0.5894147695898584,0.5417996330370684,0.6632727888908072,0.1379769802093506,0.0044353485107421,4.0
32,SGD_b,ternary,LOF+LDA,0.594001669957895,0.3317770471392725,0.5545180314261817,0.5935774693313502,0.5377790175530495,0.6639959488776069,13.792927551269532,0.1576162338256836,5.0
33,GaussianNB,ternary,LOF-LDA,0.6076293879118535,0.2923993591479393,0.5282662394319596,0.5924811062667521,0.4863660910647917,0.7474362210942923,0.0143999099731445,0.0037333488464355,6.0
34,SGD,ternary,LOF+LDA,0.6077077791236395,0.2845005681243696,0.5230003787495798,0.588477062552828,0.4691592304275308,0.6421040548813732,14.794149017333984,0.1745814800262451,7.0
35,SGD,ternary,LOF-LDA,0.6081686219020601,0.289564296262697,0.5263761975084646,0.591156031554859,0.4777671895760774,0.6445283623518684,0.1261263847351074,0.0,8.0
36,LinearSVC,ternary,LOF+LDA,0.6097491309735126,0.2940675861318327,0.5293783907545551,0.593452549411999,0.4826415337096049,0.6466502947305832,806.1000359535217,0.1574499130249023,9.0
37,SVC_b,ternary,LOF-LDA,0.6104172580665317,0.2944171734743599,0.5296114489829067,0.5923493743257097,0.4787850991592527,0.6460839875367004,52.90166516304016,0.8643309593200683,10.0
38,SVC,ternary,LOF-LDA,0.6104172580665317,0.2944171734743599,0.5296114489829067,0.5923493743257097,0.4787850991592527,0.6460839875367004,51.581845664978026,0.8129860401153565,11.0
39,LinearSVC,ternary,LOF-LDA,0.6105973044088464,0.2928721847780636,0.528581456518709,0.5936719943143566,0.4812238131371819,0.6460761113628127,6.088405895233154,0.0031229972839355,12.0
40,RidgeCV,ternary,LOF+LDA,0.6113111092382006,0.2871250657180111,0.5247500438120073,0.5915138032622618,0.4703733202765409,0.6434630038877888,34.19848508834839,0.1758632659912109,13.0
41,RidgeCV,ternary,LOF-LDA,0.6113361914027908,0.2871704089488845,0.5247802726325896,0.591538804343625,0.4703991521220348,0.6434864648357133,0.1025680541992187,0.0019966125488281,14.0
42,SVC,ternary,LOF+LDA,0.6312669428834278,0.3187783261770334,0.5458522174513556,0.60954800811015,0.485286527284115,0.6594468989154582,294.0299407958984,43.47447447776794,15.0
43,RidgeCV_b,ternary,LOF+LDA,0.5700708540055291,0.3569262802580853,0.5712841868387235,0.5760854364606792,0.5651022637146581,0.673591129320324,33.85415120124817,0.1360954761505127,16.0
44,GaussianNB,ternary,LOF+LDA,0.5071655757071817,0.2256161431300667,0.4837440954200445,0.511115941041046,0.4737705019243745,0.6774239735860694,4.359340667724609,1.0312576770782471,17.0
45,RidgeCV,ternary,LOF-LDA-classLOF,0.6111398968969982,0.2878273606120488,0.5252182404080326,0.5916732688836845,0.4715226356157321,0.6437827391546834,0.0733057975769043,0.00039963722229,0.0
46,LogRegCV_b,ternary,LOF-LDA-classLOF,0.5730238898059445,0.3507780803550099,0.56718538690334,0.5794331838596084,0.5621691685160073,0.749873165975805,2.1323675155639648,0.0035290718078613,8.0
47,RidgeCV_b,ternary,LOF-LDA-classLOF,0.5732661446796342,0.3523627639440029,0.5682418426293353,0.5791215675925422,0.5618592504818121,0.6718563794501061,0.0789938926696777,0.0003972053527832,9.0
48,SGD_b,ternary,LOF-LDA-classLOF,0.5903831221900274,0.3308468296665657,0.5538978864443772,0.5909501090733567,0.539547496478629,0.6631295003427393,0.095644998550415,0.0094894409179687,10.0
49,GaussianNB,ternary,LOF-LDA-classLOF,0.6072674277224879,0.2932329322773536,0.528821954851569,0.5925667795063533,0.4878737233428832,0.7474138975971577,0.0034260272979736,0.0012054920196533,11.0
50,LinearSVC,ternary,LOF-LDA-classLOF,0.6104373107310593,0.2934748383335571,0.5289832255557047,0.5938057767614483,0.4821974257828382,0.6463562735830821,3.783503341674805,0.0031230449676513,12.0
51,SVC_b,ternary,LOF-LDA-classLOF,0.6104430288725486,0.294790311057728,0.5298602073718186,0.5924756060547607,0.4792247883281583,0.6462745735065953,51.25002541542053,0.8118474006652832,13.0
52,SVC,ternary,LOF-LDA-classLOF,0.6104430288725486,0.294790311057728,0.5298602073718186,0.5924756060547607,0.4792247883281583,0.6462745735065953,50.96046943664551,0.8055425167083741,14.0
53,SGD,ternary,LOF-LDA-classLOF,0.6109507026092774,0.2938257150689942,0.5292171433793295,0.5929170641329906,0.4767495865483019,0.6467529951498523,0.0910817623138427,0.0004066467285156,15.0
